date,team,continent,H/A,oppenent,op_continent,scored_goal,conceded_goal,tournament,result
1994-05-27,Scotland,Europe,Home,Netherlands,Europe,1,3,Frendly,Lose
1994-05-27,Netherlands,Europe,Away,Scotland,Europe,3,1,Frendly,Win
1994-05-27,Switzerland,Europe,Home,Liechtenstein,Europe,2,0,Frendly,Win
1994-05-27,Liechtenstein,Europe,Away,Switzerland,Europe,0,2,Frendly,Lose
1994-05-28,USA,North America,Home,Greece,Europe,1,1,Frendly,Draw
1994-05-28,Greece,Europe,Away,USA,North America,1,1,Frendly,Draw
1994-05-29,Germany,Europe,Home,Republic of Ireland,Europe,0,2,Frendly,Lose
1994-05-29,Republic of Ireland,Europe,Away,Germany,Europe,2,0,Frendly,Win
1994-05-29,Japan,Asia,Home,France,Europe,1,4,Others,Lose
1994-05-29,France,Europe,Away,Japan,Asia,4,1,Others,Win
1994-05-29,Russia,Europe,Home,Slovakia,Europe,2,1,Frendly,Win
1994-05-29,Slovakia,Europe,Away,Russia,Europe,1,2,Frendly,Lose
1994-05-31,Israel,Europe,Home,Argentina,South America,0,3,Frendly,Lose
1994-05-31,Argentina,South America,Away,Israel,Europe,3,0,Frendly,Win
1994-06-01,Canada,North America,Home,Morocco,Africa,1,1,Frendly,Draw
1994-06-01,Morocco,Africa,Away,Canada,North America,1,1,Frendly,Draw
1994-06-01,North Macedonia,Europe,Home,Estonia,Europe,2,0,Frendly,Win
1994-06-01,Estonia,Europe,Away,North Macedonia,Europe,0,2,Frendly,Lose
1994-06-01,Netherlands,Europe,Home,Hungary,Europe,7,1,Frendly,Win
1994-06-01,Hungary,Europe,Away,Netherlands,Europe,1,7,Frendly,Lose
1994-06-01,Norway,Europe,Home,Denmark,Europe,2,1,Frendly,Win
1994-06-01,Denmark,Europe,Away,Norway,Europe,1,2,Frendly,Lose
1994-06-01,Romania,Europe,Home,Slovenia,Europe,0,0,Frendly,Draw
1994-06-01,Slovenia,Europe,Away,Romania,Europe,0,0,Frendly,Draw
1994-06-02,Austria,Europe,Home,Germany,Europe,1,5,Frendly,Lose
1994-06-02,Germany,Europe,Away,Austria,Europe,5,1,Frendly,Win
1994-06-02,Finland,Europe,Home,Spain,Europe,1,2,Frendly,Lose
1994-06-02,Spain,Europe,Away,Finland,Europe,2,1,Frendly,Win
1994-06-02,Latvia,Europe,Home,Malta,Europe,2,0,Frendly,Win
1994-06-02,Malta,Europe,Away,Latvia,Europe,0,2,Frendly,Lose
1994-06-03,Bulgaria,Europe,Home,Ukraine,Europe,1,1,Frendly,Draw
1994-06-03,Ukraine,Europe,Away,Bulgaria,Europe,1,1,Frendly,Draw
1994-06-03,Colombia,South America,Home,Northern Ireland,Europe,2,0,Frendly,Win
1994-06-03,Northern Ireland,Europe,Away,Colombia,South America,0,2,Frendly,Lose
1994-06-03,Italy,Europe,Home,Switzerland,Europe,1,0,Frendly,Win
1994-06-03,Switzerland,Europe,Away,Italy,Europe,0,1,Frendly,Lose
1994-06-04,Croatia,Europe,Home,Argentina,South America,0,0,Frendly,Draw
1994-06-04,Argentina,South America,Away,Croatia,Europe,0,0,Frendly,Draw
1994-06-04,Trinidad and Tobago,South America,Home,Saudi Arabia,Asia,2,3,Frendly,Lose
1994-06-04,Saudi Arabia,Asia,Away,Trinidad and Tobago,South America,3,2,Frendly,Win
1994-06-04,USA,North America,Home,Mexico,North America,1,0,Frendly,Win
1994-06-04,Mexico,North America,Away,USA,North America,0,1,Frendly,Lose
1994-06-05,Canada,North America,Home,Brazil,South America,1,1,Frendly,Draw
1994-06-05,Brazil,South America,Away,Canada,North America,1,1,Frendly,Draw
1994-06-05,Colombia,South America,Home,Greece,Europe,2,0,Frendly,Win
1994-06-05,Greece,Europe,Away,Colombia,South America,0,2,Frendly,Lose
1994-06-05,Ecuador,South America,Home,Korea,Asia,2,1,Frendly,Win
1994-06-05,Korea,Asia,Away,Ecuador,South America,1,2,Frendly,Lose
1994-06-05,Czech Republic,Europe,Home,Republic of Ireland,Europe,3,1,Frendly,Win
1994-06-05,Republic of Ireland,Europe,Away,Czech Republic,Europe,1,3,Frendly,Lose
1994-06-05,Liberia,Africa,Home,Côte d'Ivoire,Africa,1,4,Frendly,Lose
1994-06-05,Côte d'Ivoire,Africa,Away,Liberia,Africa,4,1,Frendly,Win
1994-06-05,Norway,Europe,Home,Sweden,Europe,0,2,Frendly,Lose
1994-06-05,Sweden,Europe,Away,Norway,Europe,2,0,Frendly,Win
1994-06-08,South Africa,Africa,Home,Australia,Oceania,0,1,Frendly,Lose
1994-06-08,Australia,Oceania,Away,South Africa,Africa,1,0,Frendly,Win
1994-06-08,Hungary,Europe,Home,Belgium,Europe,1,3,Frendly,Lose
1994-06-08,Belgium,Europe,Away,Hungary,Europe,3,1,Frendly,Win
1994-06-08,Peru,South America,Home,Bolivia,South America,0,0,Frendly,Draw
1994-06-08,Bolivia,South America,Away,Peru,South America,0,0,Frendly,Draw
1994-06-08,Germany,Europe,Home,Canada,North America,2,0,Frendly,Win
1994-06-08,Canada,North America,Away,Germany,Europe,0,2,Frendly,Lose
1994-06-08,Brazil,South America,Home,Honduras,North America,8,2,Frendly,Win
1994-06-08,Honduras,North America,Away,Brazil,South America,2,8,Frendly,Lose
1994-06-10,Spain,Europe,Home,Canada,North America,2,0,Frendly,Win
1994-06-10,Canada,North America,Away,Spain,Europe,0,2,Frendly,Lose
1994-06-11,Switzerland,Europe,Home,Bolivia,South America,0,0,Frendly,Draw
1994-06-11,Bolivia,South America,Away,Switzerland,Europe,0,0,Frendly,Draw
1994-06-11,Italy,Europe,Home,Costa Rica,North America,1,0,Frendly,Win
1994-06-11,Costa Rica,North America,Away,Italy,Europe,0,1,Frendly,Lose
1994-06-11,Korea,Asia,Home,Honduras,North America,3,0,Frendly,Win
1994-06-11,Honduras,North America,Away,Korea,Asia,0,3,Frendly,Lose
1994-06-11,Northern Ireland,Europe,Home,Mexico,North America,0,3,Frendly,Lose
1994-06-11,Mexico,North America,Away,Northern Ireland,Europe,3,0,Frendly,Win
1994-06-11,Georgia,Europe,Home,Nigeria,Africa,1,5,Frendly,Lose
1994-06-11,Nigeria,Africa,Away,Georgia,Europe,5,1,Frendly,Win
1994-06-12,South Africa,Africa,Home,Australia,Oceania,0,1,Frendly,Lose
1994-06-12,Australia,Oceania,Away,South Africa,Africa,1,0,Frendly,Win
1994-06-12,Canada,North America,Home,Netherlands,Europe,0,3,Frendly,Lose
1994-06-12,Netherlands,Europe,Away,Canada,North America,3,0,Frendly,Win
1994-06-12,El Salvador,North America,Home,Brazil,South America,0,4,Frendly,Lose
1994-06-12,Brazil,South America,Away,El Salvador,North America,4,0,Frendly,Win
1994-06-12,Romania,Europe,Home,Sweden,Europe,1,1,Frendly,Draw
1994-06-12,Sweden,Europe,Away,Romania,Europe,1,1,Frendly,Draw
1994-06-17,Germany,Europe,Home,Bolivia,South America,1,0,WC,Win
1994-06-17,Bolivia,South America,Away,Germany,Europe,0,1,WC,Lose
1994-06-17,Spain,Europe,Home,Korea,Asia,2,2,WC,Draw
1994-06-17,Korea,Asia,Away,Spain,Europe,2,2,WC,Draw
1994-06-18,Colombia,South America,Home,Romania,Europe,1,3,WC,Lose
1994-06-18,Romania,Europe,Away,Colombia,South America,3,1,WC,Win
1994-06-18,Italy,Europe,Home,Republic of Ireland,Europe,0,1,WC,Lose
1994-06-18,Republic of Ireland,Europe,Away,Italy,Europe,1,0,WC,Win
1994-06-18,USA,North America,Home,Switzerland,Europe,1,1,WC,Draw
1994-06-18,Switzerland,Europe,Away,USA,North America,1,1,WC,Draw
1994-06-19,Belgium,Europe,Home,Morocco,Africa,1,0,WC,Win
1994-06-19,Morocco,Africa,Away,Belgium,Europe,0,1,WC,Lose
1994-06-19,Cameroon,Africa,Home,Sweden,Europe,2,2,WC,Draw
1994-06-19,Sweden,Europe,Away,Cameroon,Africa,2,2,WC,Draw
1994-06-19,Norway,Europe,Home,Mexico,North America,1,0,WC,Win
1994-06-19,Mexico,North America,Away,Norway,Europe,0,1,WC,Lose
1994-06-20,Brazil,South America,Home,Russia,Europe,2,0,WC,Win
1994-06-20,Russia,Europe,Away,Brazil,South America,0,2,WC,Lose
1994-06-20,Netherlands,Europe,Home,Saudi Arabia,Asia,2,1,WC,Win
1994-06-20,Saudi Arabia,Asia,Away,Netherlands,Europe,1,2,WC,Lose
1994-06-21,Argentina,South America,Home,Greece,Europe,4,0,WC,Win
1994-06-21,Greece,Europe,Away,Argentina,South America,0,4,WC,Lose
1994-06-21,Germany,Europe,Home,Spain,Europe,1,1,WC,Draw
1994-06-21,Spain,Europe,Away,Germany,Europe,1,1,WC,Draw
1994-06-21,Nigeria,Africa,Home,Bulgaria,Europe,3,0,WC,Win
1994-06-21,Bulgaria,Europe,Away,Nigeria,Africa,0,3,WC,Lose
1994-06-22,Romania,Europe,Home,Switzerland,Europe,1,4,WC,Lose
1994-06-22,Switzerland,Europe,Away,Romania,Europe,4,1,WC,Win
1994-06-22,Colombia,South America,Home,USA,North America,1,2,WC,Lose
1994-06-22,USA,North America,Away,Colombia,South America,2,1,WC,Win
1994-06-23,Norway,Europe,Home,Italy,Europe,0,1,WC,Lose
1994-06-23,Italy,Europe,Away,Norway,Europe,1,0,WC,Win
1994-06-23,Bolivia,South America,Home,Korea,Asia,0,0,WC,Draw
1994-06-23,Korea,Asia,Away,Bolivia,South America,0,0,WC,Draw
1994-06-24,Cameroon,Africa,Home,Brazil,South America,0,3,WC,Lose
1994-06-24,Brazil,South America,Away,Cameroon,Africa,3,0,WC,Win
1994-06-24,Republic of Ireland,Europe,Home,Mexico,North America,1,2,WC,Lose
1994-06-24,Mexico,North America,Away,Republic of Ireland,Europe,2,1,WC,Win
1994-06-24,Russia,Europe,Home,Sweden,Europe,1,3,WC,Lose
1994-06-24,Sweden,Europe,Away,Russia,Europe,3,1,WC,Win
1994-06-25,Nigeria,Africa,Home,Argentina,South America,1,2,WC,Lose
1994-06-25,Argentina,South America,Away,Nigeria,Africa,2,1,WC,Win
1994-06-25,Netherlands,Europe,Home,Belgium,Europe,0,1,WC,Lose
1994-06-25,Belgium,Europe,Away,Netherlands,Europe,1,0,WC,Win
1994-06-25,Morocco,Africa,Home,Saudi Arabia,Asia,1,2,WC,Lose
1994-06-25,Saudi Arabia,Asia,Away,Morocco,Africa,2,1,WC,Win
1994-06-26,Greece,Europe,Home,Bulgaria,Europe,0,4,WC,Lose
1994-06-26,Bulgaria,Europe,Away,Greece,Europe,4,0,WC,Win
1994-06-26,Georgia,Europe,Home,Latvia,Europe,3,1,Frendly,Win
1994-06-26,Latvia,Europe,Away,Georgia,Europe,1,3,Frendly,Lose
1994-06-26,Switzerland,Europe,Home,Colombia,South America,0,2,WC,Lose
1994-06-26,Colombia,South America,Away,Switzerland,Europe,2,0,WC,Win
1994-06-26,USA,North America,Home,Romania,Europe,0,1,WC,Lose
1994-06-26,Romania,Europe,Away,USA,North America,1,0,WC,Win
1994-06-27,Bolivia,South America,Home,Spain,Europe,1,3,WC,Lose
1994-06-27,Spain,Europe,Away,Bolivia,South America,3,1,WC,Win
1994-06-27,Germany,Europe,Home,Korea,Asia,3,2,WC,Win
1994-06-27,Korea,Asia,Away,Germany,Europe,2,3,WC,Lose
1994-06-28,Brazil,South America,Home,Sweden,Europe,1,1,WC,Draw
1994-06-28,Sweden,Europe,Away,Brazil,South America,1,1,WC,Draw
1994-06-28,Norway,Europe,Home,Republic of Ireland,Europe,0,0,WC,Draw
1994-06-28,Republic of Ireland,Europe,Away,Norway,Europe,0,0,WC,Draw
1994-06-28,Mexico,North America,Home,Italy,Europe,1,1,WC,Draw
1994-06-28,Italy,Europe,Away,Mexico,North America,1,1,WC,Draw
1994-06-28,Cameroon,Africa,Home,Russia,Europe,1,6,WC,Lose
1994-06-28,Russia,Europe,Away,Cameroon,Africa,6,1,WC,Win
1994-06-29,Saudi Arabia,Asia,Home,Belgium,Europe,1,0,WC,Win
1994-06-29,Belgium,Europe,Away,Saudi Arabia,Asia,0,1,WC,Lose
1994-06-29,Netherlands,Europe,Home,Morocco,Africa,2,1,WC,Win
1994-06-29,Morocco,Africa,Away,Netherlands,Europe,1,2,WC,Lose
1994-06-30,Bulgaria,Europe,Home,Argentina,South America,2,0,WC,Win
1994-06-30,Argentina,South America,Away,Bulgaria,Europe,0,2,WC,Lose
1994-06-30,Greece,Europe,Home,Nigeria,Africa,0,2,WC,Lose
1994-06-30,Nigeria,Africa,Away,Greece,Europe,2,0,WC,Win
1994-07-01,Botswana,Africa,Home,Namibia,Africa,0,1,Frendly,Lose
1994-07-01,Namibia,Africa,Away,Botswana,Africa,1,0,Frendly,Win
1994-07-02,Belgium,Europe,Home,Germany,Europe,2,3,WC,Lose
1994-07-02,Germany,Europe,Away,Belgium,Europe,3,2,WC,Win
1994-07-02,Switzerland,Europe,Home,Spain,Europe,0,3,WC,Lose
1994-07-02,Spain,Europe,Away,Switzerland,Europe,3,0,WC,Win
1994-07-03,Argentina,South America,Home,Romania,Europe,2,3,WC,Lose
1994-07-03,Romania,Europe,Away,Argentina,South America,3,2,WC,Win
1994-07-03,Saudi Arabia,Asia,Home,Sweden,Europe,1,3,WC,Lose
1994-07-03,Sweden,Europe,Away,Saudi Arabia,Asia,3,1,WC,Win
1994-07-04,Republic of Ireland,Europe,Home,Netherlands,Europe,0,2,WC,Lose
1994-07-04,Netherlands,Europe,Away,Republic of Ireland,Europe,2,0,WC,Win
1994-07-04,USA,North America,Home,Brazil,South America,0,1,WC,Lose
1994-07-04,Brazil,South America,Away,USA,North America,1,0,WC,Win
1994-07-05,Mexico,North America,Home,Bulgaria,Europe,1,1,WC,Draw
1994-07-05,Bulgaria,Europe,Away,Mexico,North America,1,1,WC,Draw
1994-07-05,Italy,Europe,Home,Nigeria,Africa,2,1,WC,Win
1994-07-05,Nigeria,Africa,Away,Italy,Europe,1,2,WC,Lose
1994-07-06,Solomon Islands,Oceania,Home,Vanuatu,Oceania,4,0,Others,Win
1994-07-06,Vanuatu,Oceania,Away,Solomon Islands,Oceania,0,4,Others,Lose
1994-07-07,Fiji,Oceania,Home,Solomon Islands,Oceania,0,1,Others,Lose
1994-07-07,Solomon Islands,Oceania,Away,Fiji,Oceania,1,0,Others,Win
1994-07-08,Ghana,Africa,Home,Japan,Asia,2,3,Frendly,Lose
1994-07-08,Japan,Asia,Away,Ghana,Africa,3,2,Frendly,Win
1994-07-08,Fiji,Oceania,Home,Vanuatu,Oceania,4,2,Others,Win
1994-07-08,Vanuatu,Oceania,Away,Fiji,Oceania,2,4,Others,Lose
1994-07-09,Spain,Europe,Home,Italy,Europe,1,2,WC,Lose
1994-07-09,Italy,Europe,Away,Spain,Europe,2,1,WC,Win
1994-07-09,Netherlands,Europe,Home,Brazil,South America,2,3,WC,Lose
1994-07-09,Brazil,South America,Away,Netherlands,Europe,3,2,WC,Win
1994-07-10,Germany,Europe,Home,Bulgaria,Europe,1,2,WC,Lose
1994-07-10,Bulgaria,Europe,Away,Germany,Europe,2,1,WC,Win
1994-07-10,Sweden,Europe,Home,Romania,Europe,2,2,WC,Draw
1994-07-10,Romania,Europe,Away,Sweden,Europe,2,2,WC,Draw
1994-07-13,Italy,Europe,Home,Bulgaria,Europe,2,1,WC,Win
1994-07-13,Bulgaria,Europe,Away,Italy,Europe,1,2,WC,Lose
1994-07-13,Brazil,South America,Home,Sweden,Europe,1,0,WC,Win
1994-07-13,Sweden,Europe,Away,Brazil,South America,0,1,WC,Lose
1994-07-14,Ghana,Africa,Home,Japan,Asia,1,2,Frendly,Lose
1994-07-14,Japan,Asia,Away,Ghana,Africa,2,1,Frendly,Win
1994-07-16,Malta,Europe,Home,Armenia,Europe,0,1,Frendly,Lose
1994-07-16,Armenia,Europe,Away,Malta,Europe,1,0,Frendly,Win
1994-07-16,Sweden,Europe,Home,Bulgaria,Europe,4,0,WC,Win
1994-07-16,Bulgaria,Europe,Away,Sweden,Europe,0,4,WC,Lose
1994-07-17,Brazil,South America,Home,Italy,Europe,0,0,WC,Draw
1994-07-17,Italy,Europe,Away,Brazil,South America,0,0,WC,Draw
1994-07-19,Georgia,Europe,Home,Malta,Europe,1,1,Frendly,Draw
1994-07-19,Malta,Europe,Away,Georgia,Europe,1,1,Frendly,Draw
1994-07-29,Estonia,Europe,Home,Lithuania,Europe,0,3,Others,Lose
1994-07-29,Lithuania,Europe,Away,Estonia,Europe,3,0,Others,Win
1994-07-30,Estonia,Europe,Home,Latvia,Europe,0,2,Others,Lose
1994-07-30,Latvia,Europe,Away,Estonia,Europe,2,0,Others,Win
1994-07-31,Latvia,Europe,Home,Lithuania,Europe,0,1,Others,Lose
1994-07-31,Lithuania,Europe,Away,Latvia,Europe,1,0,Others,Win
1994-08-08,Mali,Africa,Home,Côte d'Ivoire,Africa,1,2,Frendly,Lose
1994-08-08,Côte d'Ivoire,Africa,Away,Mali,Africa,2,1,Frendly,Win
1994-08-12,Myanmar,Asia,Home,Thailand,Asia,2,2,Frendly,Draw
1994-08-12,Thailand,Asia,Away,Myanmar,Asia,2,2,Frendly,Draw
1994-08-16,Iceland,Europe,Home,Estonia,Europe,4,0,Frendly,Win
1994-08-16,Estonia,Europe,Away,Iceland,Europe,0,4,Frendly,Lose
1994-08-16,Togo,Africa,Home,Niger,Africa,2,3,Frendly,Lose
1994-08-16,Niger,Africa,Away,Togo,Africa,3,2,Frendly,Win
1994-08-16,Malta,Europe,Home,Slovakia,Europe,1,1,Frendly,Draw
1994-08-16,Slovakia,Europe,Away,Malta,Europe,1,1,Frendly,Draw
1994-08-17,Austria,Europe,Home,Russia,Europe,0,3,Frendly,Lose
1994-08-17,Russia,Europe,Away,Austria,Europe,3,0,Frendly,Win
1994-08-17,Finland,Europe,Home,Denmark,Europe,1,2,Frendly,Lose
1994-08-17,Denmark,Europe,Away,Finland,Europe,2,1,Frendly,Win
1994-08-17,France,Europe,Home,Czech Republic,Europe,2,2,Frendly,Draw
1994-08-17,Czech Republic,Europe,Away,France,Europe,2,2,Frendly,Draw
1994-08-17,Croatia,Europe,Home,Israel,Europe,4,0,Frendly,Win
1994-08-17,Israel,Europe,Away,Croatia,Europe,0,4,Frendly,Lose
1994-08-17,Ecuador,South America,Home,Peru,South America,0,2,Frendly,Lose
1994-08-17,Peru,South America,Away,Ecuador,South America,2,0,Frendly,Win
1994-08-17,Belarus,Europe,Home,Poland,Europe,1,1,Frendly,Draw
1994-08-17,Poland,Europe,Away,Belarus,Europe,1,1,Frendly,Draw
1994-08-17,Lithuania,Europe,Home,Sweden,Europe,2,4,Frendly,Lose
1994-08-17,Sweden,Europe,Away,Lithuania,Europe,4,2,Frendly,Win
1994-08-19,Egypt,Africa,Home,Mali,Africa,2,1,Frendly,Win
1994-08-19,Mali,Africa,Away,Egypt,Africa,1,2,Frendly,Lose
1994-08-21,Mali,Africa,Home,Egypt,Africa,1,0,Frendly,Win
1994-08-21,Egypt,Africa,Away,Mali,Africa,0,1,Frendly,Lose
1994-08-23,Burkina Faso,Africa,Home,Niger,Africa,0,0,Frendly,Draw
1994-08-23,Niger,Africa,Away,Burkina Faso,Africa,0,0,Frendly,Draw
1994-08-23,Ghana,Africa,Home,Egypt,Africa,0,2,Frendly,Lose
1994-08-23,Egypt,Africa,Away,Ghana,Africa,2,0,Frendly,Win
1994-08-25,Ghana,Africa,Home,Zambia,Africa,1,0,Frendly,Win
1994-08-25,Zambia,Africa,Away,Ghana,Africa,0,1,Frendly,Lose
1994-08-25,Namibia,Africa,Home,Botswana,Africa,2,3,Frendly,Lose
1994-08-25,Botswana,Africa,Away,Namibia,Africa,3,2,Frendly,Win
1994-08-26,Ukraine,Europe,Home,United Arab Emirates,Asia,1,1,Frendly,Draw
1994-08-26,United Arab Emirates,Asia,Away,Ukraine,Europe,1,1,Frendly,Draw
1994-08-27,Egypt,Africa,Home,Zambia,Africa,0,4,Frendly,Lose
1994-08-27,Zambia,Africa,Away,Egypt,Africa,4,0,Frendly,Win
1994-08-30,United Arab Emirates,Asia,Home,Iceland,Europe,0,1,Frendly,Lose
1994-08-30,Iceland,Europe,Away,United Arab Emirates,Asia,1,0,Frendly,Win
1994-08-31,Turkey,Europe,Home,North Macedonia,Europe,2,0,Frendly,Win
1994-08-31,North Macedonia,Europe,Away,Turkey,Europe,0,2,Frendly,Lose
1994-09-02,Fiji,Oceania,Home,Solomon Islands,Oceania,0,1,Frendly,Lose
1994-09-02,Solomon Islands,Oceania,Away,Fiji,Oceania,1,0,Frendly,Win
1994-09-03,Tanzania,Africa,Home,Uganda,Africa,4,0,Others,Win
1994-09-03,Uganda,Africa,Away,Tanzania,Africa,0,4,Others,Lose
1994-09-04,Namibia,Africa,Home,Angola,Africa,0,2,Others,Lose
1994-09-04,Angola,Africa,Away,Namibia,Africa,2,0,Others,Win
1994-09-04,Guinea,Africa,Home,Botswana,Africa,1,0,Others,Win
1994-09-04,Botswana,Africa,Away,Guinea,Africa,0,1,Others,Lose
1994-09-04,Burkina Faso,Africa,Home,Morocco,Africa,2,1,Others,Win
1994-09-04,Morocco,Africa,Away,Burkina Faso,Africa,1,2,Others,Lose
1994-09-04,Gambia,Africa,Home,Congo,Africa,1,1,Others,Draw
1994-09-04,Congo,Africa,Away,Gambia,Africa,1,1,Others,Draw
1994-09-04,Croatia,Europe,Home,Estonia,Europe,2,0,Others,Win
1994-09-04,Estonia,Europe,Away,Croatia,Europe,0,2,Others,Lose
1994-09-04,Algeria,Africa,Home,Ethiopia,Africa,0,0,Others,Draw
1994-09-04,Ethiopia,Africa,Away,Algeria,Africa,0,0,Others,Draw
1994-09-04,Guinea-Bissau,Africa,Home,Tunisia,Africa,1,3,Others,Lose
1994-09-04,Tunisia,Africa,Away,Guinea-Bissau,Africa,3,1,Others,Win
1994-09-04,Poland,Europe,Home,Israel,Europe,1,2,Others,Lose
1994-09-04,Israel,Europe,Away,Poland,Europe,2,1,Others,Win
1994-09-04,Togo,Africa,Home,Liberia,Africa,0,1,Others,Lose
1994-09-04,Liberia,Africa,Away,Togo,Africa,1,0,Others,Win
1994-09-04,South Africa,Africa,Home,Madagascar,Africa,1,0,Others,Win
1994-09-04,Madagascar,Africa,Away,South Africa,Africa,0,1,Others,Lose
1994-09-04,Mozambique,Africa,Home,Mali,Africa,1,2,Others,Lose
1994-09-04,Mali,Africa,Away,Mozambique,Africa,2,1,Others,Win
1994-09-04,Sudan,Africa,Home,Egypt,Africa,0,0,Others,Draw
1994-09-04,Egypt,Africa,Away,Sudan,Africa,0,0,Others,Draw
1994-09-06,Czech Republic,Europe,Home,Malta,Europe,6,1,Others,Win
1994-09-06,Malta,Europe,Away,Czech Republic,Europe,1,6,Others,Lose
1994-09-06,Togo,Africa,Home,Liberia,Africa,1,1,Frendly,Draw
1994-09-06,Liberia,Africa,Away,Togo,Africa,1,1,Frendly,Draw
1994-09-06,United Arab Emirates,Asia,Home,Switzerland,Europe,0,1,Frendly,Lose
1994-09-06,Switzerland,Europe,Away,United Arab Emirates,Asia,1,0,Frendly,Win
1994-09-07,Belgium,Europe,Home,Armenia,Europe,2,0,Others,Win
1994-09-07,Armenia,Europe,Away,Belgium,Europe,0,2,Others,Lose
1994-09-07,Cyprus,Europe,Home,Spain,Europe,1,2,Others,Lose
1994-09-07,Spain,Europe,Away,Cyprus,Europe,2,1,Others,Win
1994-09-07,USA,North America,Home,England,Europe,0,2,Frendly,Lose
1994-09-07,England,Europe,Away,USA,North America,2,0,Frendly,Win
1994-09-07,Faroe Islands,Europe,Home,Greece,Europe,1,5,Others,Lose
1994-09-07,Greece,Europe,Away,Faroe Islands,Europe,5,1,Others,Win
1994-09-07,Finland,Europe,Home,Scotland,Europe,0,2,Others,Lose
1994-09-07,Scotland,Europe,Away,Finland,Europe,2,0,Others,Win
1994-09-07,Georgia,Europe,Home,Moldova,Europe,0,1,Others,Lose
1994-09-07,Moldova,Europe,Away,Georgia,Europe,1,0,Others,Win
1994-09-07,Hungary,Europe,Home,Turkey,Europe,2,2,Others,Draw
1994-09-07,Turkey,Europe,Away,Hungary,Europe,2,2,Others,Draw
1994-09-07,Iceland,Europe,Home,Sweden,Europe,0,1,Others,Lose
1994-09-07,Sweden,Europe,Away,Iceland,Europe,1,0,Others,Win
1994-09-07,Latvia,Europe,Home,Republic of Ireland,Europe,0,3,Others,Lose
1994-09-07,Republic of Ireland,Europe,Away,Latvia,Europe,3,0,Others,Win
1994-09-07,Liechtenstein,Europe,Home,Austria,Europe,0,4,Others,Lose
1994-09-07,Austria,Europe,Away,Liechtenstein,Europe,4,0,Others,Win
1994-09-07,Luxembourg,Europe,Home,Netherlands,Europe,0,4,Others,Lose
1994-09-07,Netherlands,Europe,Away,Luxembourg,Europe,4,0,Others,Win
1994-09-07,Denmark,Europe,Home,North Macedonia,Europe,1,1,Others,Draw
1994-09-07,North Macedonia,Europe,Away,Denmark,Europe,1,1,Others,Draw
1994-09-07,Portugal,Europe,Home,Northern Ireland,Europe,2,1,Others,Win
1994-09-07,Northern Ireland,Europe,Away,Portugal,Europe,1,2,Others,Lose
1994-09-07,Norway,Europe,Home,Belarus,Europe,1,0,Others,Win
1994-09-07,Belarus,Europe,Away,Norway,Europe,0,1,Others,Lose
1994-09-07,Romania,Europe,Home,Azerbaijan,Europe,3,0,Others,Win
1994-09-07,Azerbaijan,Europe,Away,Romania,Europe,0,3,Others,Lose
1994-09-07,Russia,Europe,Home,Germany,Europe,0,1,Frendly,Lose
1994-09-07,Germany,Europe,Away,Russia,Europe,1,0,Frendly,Win
1994-09-07,Slovakia,Europe,Home,France,Europe,0,0,Others,Draw
1994-09-07,France,Europe,Away,Slovakia,Europe,0,0,Others,Draw
1994-09-07,Slovenia,Europe,Home,Italy,Europe,1,1,Others,Draw
1994-09-07,Italy,Europe,Away,Slovenia,Europe,1,1,Others,Draw
1994-09-07,Ukraine,Europe,Home,Lithuania,Europe,0,2,Others,Lose
1994-09-07,Lithuania,Europe,Away,Ukraine,Europe,2,0,Others,Win
1994-09-07,Wales,Europe,Home,Albania,Europe,2,0,Others,Win
1994-09-07,Albania,Europe,Away,Wales,Europe,0,2,Others,Lose
1994-09-10,Qatar,Asia,Home,Oman,Asia,0,2,Frendly,Lose
1994-09-10,Oman,Asia,Away,Qatar,Asia,2,0,Frendly,Win
1994-09-11,Korea,Asia,Home,Ukraine,Europe,1,0,Frendly,Win
1994-09-11,Ukraine,Europe,Away,Korea,Asia,0,1,Frendly,Lose
